,413FM0J_sample001,YA4JE89_sample001,AI8K1H6_sample002,GM30XFD_sample003,YA4JE89_sample002,JD32HPP_sample005,AI8K1H6_sample001,413FM0J_sample002,128T8B4_sample025,UYX1M7A_sample004,2I1Y0Z9_sample001,2I1Y0Z9_sample002,Z9UVZX7_sample001,ZF8WDFS_sample005,0QJ6J2T_sample001,314Z52D_sample001,P7IG2M6_sample001,77SHGAG_sample002,77SHGAG_sample001,3RGFT20_sample004,IYRVLF5_sample001,H84559E_sample004,7F3ZM3T_sample001,F27B011_sample001,C5J912G_sample001,P7IG2M6_sample002,ERUH8Y4_sample001,Q15VFHB_sample002,3WR61X3_sample001,1KEQR84_sample002,91W7C88_sample003,K5LA59U_sample002,JD32HPP_sample003,1KEQR84_sample001,Z9UVZX7_sample004,IYRVLF5_sample002,I9178W9_sample001,GM30XFD_sample002,Z9UVZX7_sample002,5OCQITY_sample001,Q15VFHB_sample001,K5LA59U_sample001,2DZJ8RE_sample002,50RWL61_sample002,O697I0L_sample001,BV5W979_sample001,50RWL61_sample003,BV5W979_sample003,H84559E_sample001,UYX1M7A_sample003,JD32HPP_sample002,LPHTEXM_sample001,C18HPI3_sample003,H84559E_sample003,1KEQR84_sample003,BV5W979_sample002,UYX1M7A_sample005,3CA9B3H_sample001,K5LA59U_sample003,ZF8WDFS_sample007,GM30XFD_sample001,9M7H5EI_sample001,UYX1M7A_sample002,2DZJ8RE_sample001,91W7C88_sample002,Q15VFHB_sample004,128T8B4_sample029,50RWL61_sample001,C18HPI3_sample001,C18HPI3_sample002,BYPLWTE_sample001,IO8L3WL_sample001,JD32HPP_sample004,37F102B_sample001,7UV42I3_sample001,U05HLZY_sample001,37F102B_sample002,3RGFT20_sample001,ZF8WDFS_sample004,LPHTEXM_sample002,91W7C88_sample001,UYX1M7A_sample001,2W5JG33_sample080,91W7C88_sample004,JD32HPP_sample001,U05HLZY_sample002,O3F124I_sample001,BV5W979_sample004
ZNF669_M07690_2.00,0,37,0,0,0,0,0,15,0,0,0,0,0,0,13,16,0,23,0,16,36,0,0,18,22,0,22,0,7,0,0,0,0,0,25,27,25,0,0,21,0,0,0,0,24,0,26,0,0,21,0,14,0,0,32,0,0,14,0,0,0,28,0,0,0,15,0,0,0,0,0,21,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
ZN394_ZN394_HUMAN.H11MO.0.C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0
MYC_MA0147.3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,13,0,21,0,0,0,0,0,0,0,32,0,30,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,34,0,0,0,0,0,0,0,0,15,0,0,0,0,0,26,0,0,0,68,0,0,0,26,0,0,0,0,0,36,0,0,33,0,43,0,0,0,0,0,0,0,0,0,0,0
TFE2_TFE2_HUMAN.H11MO.0.A,24,0,26,0,50,0,0,19,0,0,0,24,0,0,15,0,29,37,0,0,0,0,0,48,0,0,54,0,13,0,0,0,0,0,0,0,45,0,0,43,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,48,0,0,0,81,0,0,0,0,0,0,0,0,0,53,0,0,30,45,69,0,0,0,0,0,0,0,0,0,0,0
THAP1_THAP1_HUMAN.H11MO.0.C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,127,0,0,0,0,0,0,0,237,237,0,206,0,162,0,0,0,0,0,0,0,237,0,0,245,0,0,190,0,234,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,270,0,0,0,165,0,0,0,0,98,233,0,0,176,184,0,0,0,0,0,0,0,0,0,0,99,0
NR1H3_NR1H3_HUMAN.H11MO.0.B,0,89,0,0,0,0,29,32,0,0,30,0,0,0,20,29,0,0,0,37,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,56,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFX1_MA0509.3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,13,6,0,10,0,0,0,0,0,0,0,6,10,8,0,0,10,0,0,0,3,4,0,0,0,2,6,0,2,0,0,0,0,0,9,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,0,0,0,0,0,0,0,0,0,0,0
GATA4_MA0482.2,0,19,0,0,0,0,0,0,0,8,0,0,0,0,4,11,0,0,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,15,0,0,0,10,0,0,0,0,6,0,0,12,0,0,0,13,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0
GLI3_GLI3_HUMAN.H11MO.0.B,0,0,12,0,0,0,0,0,0,0,12,0,0,0,6,14,16,24,0,0,0,0,8,0,20,0,17,0,9,0,0,0,0,0,0,18,0,0,0,29,0,0,26,0,28,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,13,0
FOXP1_FOXP1_HUMAN.H11MO.0.A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0
ZNF214_M07599_2.00,0,0,0,0,28,0,0,0,0,0,12,0,0,0,6,0,0,0,0,26,36,0,0,0,26,0,28,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
ZNF264_M08282_2.00,0,0,0,0,14,0,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,12,0,10,0,0,0,0,0,0,0,0,14,8,0,0,9,0,0,10,0,14,0,7,0,0,0,0,0,16,0,0,0,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,10,0,25,3,0,0,0,0,0,0,0,0,0,0,9,3,0
TGIF1_TGIF1_HUMAN.H11MO.0.A,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,13,0,0,4,0,0,0,0,0,0,0,0
ZNF714_M07606_2.00,0,0,0,0,34,0,0,25,0,0,0,0,0,0,0,0,26,30,0,0,0,0,0,0,44,0,48,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,37,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,50,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0
FOXO1_FOXO1_HUMAN.H11MO.0.A,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,29,45,0,0,36,25,0,42,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,42,0,0,0,22,48,0,0,28,0,0,0,0,0,27,0,0
CTCF_M07881_2.00,0,0,0,0,0,0,67,0,0,0,0,0,0,0,40,50,0,0,0,63,0,0,23,78,80,0,73,0,42,0,0,0,0,0,0,0,74,0,0,78,0,0,0,0,78,0,0,0,0,0,0,0,0,103,0,0,0,71,0,0,0,91,0,0,0,0,0,0,0,0,0,67,0,0,62,49,0,0,0,0,0,0,0,0,0,61,33,0
ZNF667_MA1984.1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,19,0,0,16,17,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,0,0,0,7,0,0,0,0,0,16,0,0,0,30,0,27,0,0,0,0,21,0,0,0,0,0,0,20,27,0,0,0,0,0,0,0,0,17,0,0
PHOX2B_MA0681.2,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0,6,0,0,5,0,3,0,0,0,0,0,0,0,0,19,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYC_MYC_HUMAN.H11MO.0.A,0,41,0,0,0,0,14,14,0,0,0,0,0,0,11,0,19,23,0,0,39,0,0,30,26,21,26,0,6,0,0,0,0,0,0,35,0,0,0,26,0,24,33,0,22,19,0,0,0,0,0,8,0,0,0,0,0,24,0,0,0,57,0,42,0,24,0,0,0,0,0,33,0,58,25,0,46,0,0,17,0,0,0,0,0,27,9,0
PBX3_PBX3_HUMAN.H11MO.0.A,0,31,0,0,0,0,0,0,0,0,17,15,0,0,0,0,19,20,0,0,0,0,0,22,21,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,24,0,0,0,17,0,0,0,0,0,0,0,0
JUN_M07838_2.00,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,11,0,0,9,0,0,0,0,0,0,12,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,14,0,0,0,0,0,0,0,0,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0
ZNF439_M07627_2.00,0,0,0,0,38,0,0,0,0,0,29,24,0,0,0,17,0,0,0,0,47,0,0,45,42,0,42,0,0,0,0,0,0,0,0,0,39,0,0,43,0,0,0,0,41,0,0,0,0,0,0,17,0,0,0,0,0,38,0,0,0,71,0,0,0,0,0,0,0,0,0,43,0,0,27,0,51,0,0,0,0,0,0,0,0,27,8,0
CEBPB_M07830_2.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF557_M07582_2.00,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,21,43,0,0,22,30,0,34,0,20,0,0,0,0,0,0,0,28,0,0,18,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,42,0,0,0,0,0,0,0,0,5,31,0,0,19,28,0,0,0,0,0,0,0,0,0,0,12,0
ZNF549_M08300_2.00,0,0,0,0,0,0,0,0,0,0,10,10,0,0,12,0,22,27,0,19,0,0,0,0,30,0,0,0,10,0,0,0,0,0,0,0,32,0,0,38,0,0,25,0,26,15,33,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,39,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
REST_M07846_2.00,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,24,0,0,0,0,0,0,3,0,50,0,62,0,11,0,0,0,0,0,0,0,54,0,0,50,0,0,36,0,0,0,0,0,0,0,0,17,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,16,0
OVOL1_OVOL1_HUMAN.H11MO.0.C,0,0,0,0,7,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,12,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,9,0,0
ZNF257_M07719_2.00,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,15,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,12,0,0,7,0,0,0,0,0,0,0,0,0,0,18,0,0,7,0,25,0,11,17,0,0,0,9,0,0,0,0,0,0,0
ZNF653_M08248_2.00,0,0,0,0,15,0,7,15,0,0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,22,0,0,0,0,24,0,0,0,0,0,0,16,0,0,0,0,0,15,0,0,0,37,0,37,0,0,0,0,0,0,0,0,0,0,20,0,54,0,0,0,0,0,0,0,0,0,0,0
ZKSCAN1_MA1585.1,0,0,0,0,0,0,0,3,0,5,0,5,0,0,0,4,0,4,0,7,0,0,0,9,10,0,11,0,0,0,0,0,0,0,0,13,12,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,10,0,0,9,0,0,0,0,7,0,0,0,0,14,9,2,0
ZNF322_M08357_2.00,0,0,80,0,0,0,0,79,0,0,86,87,0,0,37,56,0,125,0,0,161,0,11,145,144,0,127,0,56,0,0,0,0,0,0,149,148,0,0,118,0,0,110,0,139,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,190,0,0,0,0,0,0,0,0,42,131,0,0,100,0,151,0,0,0,0,0,0,0,0,0,39,0
JUND_M07819_2.00,0,29,0,0,28,0,10,0,0,0,0,0,0,0,7,12,18,17,17,13,26,0,0,19,22,0,17,0,5,0,0,0,0,0,0,0,16,0,0,18,0,0,13,0,25,13,0,0,0,0,0,6,27,39,20,16,0,16,0,0,0,30,0,0,24,0,0,0,0,0,6,19,0,0,0,16,22,0,0,0,0,0,0,0,0,0,0,0
ZNF263_M07563_2.00,0,0,0,0,0,0,26,21,0,0,0,0,0,0,13,19,45,0,0,23,0,0,0,40,37,0,34,0,16,0,0,0,0,0,43,31,36,0,0,23,0,0,0,0,37,0,0,0,0,43,0,0,0,0,0,0,0,34,0,0,0,57,0,0,0,0,0,0,0,0,0,30,0,0,20,0,50,0,0,0,0,0,0,0,0,47,0,0
TF7L1_TF7L1_HUMAN.H11MO.0.B,0,0,7,0,17,0,0,6,0,0,0,0,0,0,0,0,14,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,14,0,0,0,0,0,17,29,0,33,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,13,0,0,0,0,0,26,3,21
MEIS1_MEIS1_HUMAN.H11MO.0.A,13,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,0,15,0,11,5,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0
FEZF1_M08307_2.00,0,0,17,0,0,0,0,25,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,46,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,51,0,0,0,0,0,51,0,0,37,0,0,0,0,0,0,0,0,0,0,0,14,0
BACH1_M08184_2.00,0,37,13,0,0,0,0,0,0,0,0,0,0,0,7,10,0,24,22,25,0,0,2,26,25,0,20,0,9,0,0,0,0,0,0,0,33,0,0,20,0,0,0,0,25,0,0,0,0,0,0,0,0,0,29,0,0,16,0,0,0,38,0,0,0,0,0,0,0,0,0,22,0,0,19,29,0,0,0,0,0,0,0,0,0,0,0,0
RUNX2_RUNX2_HUMAN.H11MO.0.A,0,0,0,0,60,0,14,28,0,0,32,0,0,0,18,0,40,38,0,44,0,0,0,36,39,0,42,0,0,0,0,0,0,0,0,31,0,0,0,37,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,31,0,0,0,50,0,0,0,0,0,0,0,0,0,44,0,0,0,40,76,0,0,0,0,0,0,0,0,0,27,0
NFYA_MA0060.3,0,0,4,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,10,0,0,0,0,0,0
MZF1_M08236_2.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,11,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
ZN563_ZN563_HUMAN.H11MO.0.C,0,0,0,0,0,0,0,63,0,0,0,0,0,0,34,55,0,0,0,86,0,0,0,128,138,0,121,0,44,0,0,0,0,0,0,0,131,0,0,115,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,184,0,0,0,0,0,0,0,0,30,137,0,0,100,0,156,0,0,0,0,0,0,0,0,0,31,0
ZN140_ZN140_HUMAN.H11MO.0.C,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF436_M08305_2.00,0,0,20,0,0,0,21,29,0,0,31,0,0,0,23,27,0,49,0,33,57,0,0,53,50,0,47,0,23,0,0,0,0,0,0,0,58,0,0,43,0,0,0,0,43,0,36,0,0,0,0,0,0,0,0,0,0,42,0,0,0,74,0,0,0,0,0,0,0,0,0,47,0,0,38,0,92,0,0,0,0,0,0,0,0,0,18,0
FOS_MA0476.1,0,0,0,0,15,0,4,8,0,0,8,8,0,0,4,10,0,4,0,9,0,0,0,15,11,0,16,0,0,11,0,0,0,0,0,0,14,0,0,14,0,0,18,0,14,0,11,0,0,0,0,0,0,0,15,0,0,14,0,0,0,28,0,20,16,12,0,0,0,0,0,20,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF454_M07651_2.00,0,0,0,0,239,0,0,98,0,0,0,0,0,0,61,95,0,0,0,149,0,0,31,0,228,0,0,0,101,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,108,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,66,198,0,0,0,0,224,0,0,0,0,0,0,0,0,0,67,0
BRAC_BRAC_HUMAN.H11MO.0.A,0,0,0,0,0,0,0,0,0,0,15,0,0,0,12,0,0,23,0,35,39,0,0,46,34,0,50,0,15,0,0,0,0,0,0,0,31,0,0,34,0,0,60,0,40,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,52,0,0,0,0,0,0,0,0,0,37,0,0,0,27,71,0,0,28,0,0,0,0,0,26,0,0
ZN547_ZN547_HUMAN.H11MO.0.C,0,0,16,0,0,0,0,26,0,0,0,26,0,0,0,24,0,40,0,19,0,0,0,53,51,0,0,0,21,0,0,0,0,0,0,0,0,0,0,36,0,0,46,0,0,0,0,0,0,0,0,13,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,66,0,0,0,0,0,0,0,0,0,16,0
SMAD4_SMAD4_HUMAN.H11MO.0.B,0,0,12,0,47,0,0,17,0,0,0,0,0,0,8,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,44,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
IRF1_IRF1_HUMAN.H11MO.0.A,0,159,0,0,0,0,0,0,0,0,0,0,0,0,17,75,0,0,0,114,0,0,12,75,67,0,73,0,32,0,0,0,0,0,0,93,70,0,0,63,0,0,0,0,77,0,0,0,0,0,0,65,0,0,0,0,0,67,0,0,0,126,0,0,0,0,0,0,0,0,0,78,0,0,63,0,0,0,0,0,0,0,0,0,0,0,28,0
FOXH1_FOXH1_HUMAN.H11MO.0.A,0,15,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,5,0,0,0,0,0,5,0,0,0,12,0,6,26,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,15,0,0,0,0,0,6,25,0,0,0,0,0,0,0,0,0,0,0
P73_P73_HUMAN.H11MO.0.A,0,0,0,0,69,0,29,21,0,0,32,0,0,0,12,0,0,0,0,0,0,0,0,58,61,0,60,0,10,0,0,0,0,0,0,57,42,0,0,40,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,84,0,0,0,0,0,0,0,48,0,57,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
ZN250_ZN250_HUMAN.H11MO.0.C,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,18,0,11,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,19,0,0,0,0,0,0,0,0
THB_THB_HUMAN.H11MO.0.C,0,0,0,0,43,0,16,13,0,0,9,0,0,0,0,9,17,26,0,12,0,0,0,37,31,15,24,0,0,0,0,0,0,0,0,0,22,0,0,26,0,0,0,0,34,15,26,0,0,0,0,12,0,0,0,0,0,18,0,0,46,45,0,27,0,0,0,0,0,20,5,29,0,0,23,0,28,0,0,14,0,0,0,0,0,22,0,0
FOSB_FOSB_HUMAN.H11MO.0.A,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,11,9,11,14,0,6,0,0,0,0,0,14,0,16,0,0,10,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,21,0,10,0,0,0,0,0,19,0,18,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
KLF9_MA1107.2,0,0,77,0,0,0,0,66,0,0,0,0,0,0,35,0,0,137,0,129,0,0,20,135,123,0,112,0,63,0,0,0,0,0,0,0,129,0,0,100,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,178,0,0,0,104,0,0,0,0,0,116,0,0,88,118,216,0,0,0,0,0,0,0,0,0,47,0
ZNF211_M07577_2.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,15,0,0,5,0,0,0,0,0,8,0,0
CTCF_M07895_2.00,0,0,0,0,0,0,96,59,0,0,0,0,0,0,59,67,0,0,0,89,0,0,36,101,101,0,98,0,60,0,0,0,0,0,0,0,102,0,0,94,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,124,0,0,130,0,0,0,0,0,29,81,0,0,75,74,116,0,0,0,0,0,0,0,0,67,43,0
ZN274_ZN274_HUMAN.H11MO.0.A,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,38,0,0,59,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,62,0,0,0,0,0,0,0,0,38,0,0
USF2_M08050_2.00,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,16,0,44,46,30,0,0,0,29,44,0,32,0,0,0,0,0,0,0,0,0,34,0,0,30,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,47,0,38,0,0,0,0,0,33,0,0,25,38,0,0,0,0,0,0,0,0,0,0,0,0
ZNF136_M07708_2.00,0,0,17,0,0,0,0,22,0,0,15,0,0,0,0,0,0,19,0,35,42,0,0,0,25,0,33,0,0,0,0,0,0,0,0,45,0,0,0,27,0,0,0,0,22,0,20,0,0,0,0,0,0,0,26,0,0,0,0,0,0,52,0,0,0,30,0,0,0,0,0,0,0,0,0,0,85,0,0,30,0,0,0,0,0,0,0,0
RELB_M08161_2.00,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,10,17,0,0,16,21,0,18,0,0,0,0,0,0,0,0,0,13,0,0,14,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,18,0,11,0,0,0,0,0,20,0,0,0,22,0,0,0,14,0,0,0,0,0,0,0,0
ZN418_ZN418_HUMAN.H11MO.0.C,0,0,19,0,61,0,0,0,0,0,0,0,0,0,14,0,0,44,0,39,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0
GATA1TAL1_MA0140.2,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,24,0,0,22,21,0,22,0,2,0,0,0,0,0,0,20,17,0,0,16,0,0,0,0,21,0,20,0,0,0,0,0,0,0,0,0,0,17,17,0,24,29,0,45,0,0,0,0,0,0,0,22,0,0,14,18,0,0,0,0,0,0,0,0,0,0,2,0
MEF2C_M07980_2.00,0,0,10,0,20,0,0,21,0,14,0,4,0,0,0,15,18,0,22,21,21,0,0,14,0,0,0,0,10,8,0,0,0,0,0,18,14,0,0,0,0,0,0,0,18,0,18,0,0,0,0,16,0,0,17,0,0,14,22,0,28,30,0,0,0,22,0,0,0,0,0,0,0,0,12,26,0,0,0,22,0,0,0,0,0,26,7,0
MXI1_M07790_2.00,0,0,0,0,30,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,8,0
ZNF684_M07574_2.00,0,0,0,0,0,0,0,0,0,0,14,14,0,0,3,0,19,25,0,24,28,0,0,0,0,0,0,0,4,0,0,0,0,0,0,23,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,18,0,43,0,0,0,0,0,0,0,0,0,0,0
ZFP90_M07672_2.00,0,0,0,0,0,0,7,17,0,0,0,0,0,0,0,0,0,0,0,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,9,0,0,0,14,0,0,0,0,0,12,0,0
